d94541cbf3826c92c6372540e19103c4395c85a4,RENAME,tests/raw-content.test.js:41,tests/raw-content.test.js:39
ba9d177891b847af6d234f92cdeb42ef663b45cb,RENAME,tests/completions.test.js:1,tests/getClassList.test.js:1
c03f9ad60088470a6d07f14bdf790592f93c5772,MOVE_RENAME,resolveConfig.js:4,src/public/resolve-config.js:4
c03f9ad60088470a6d07f14bdf790592f93c5772,MOVE,colors.js:5,src/public/colors.js:5
a44f58f913d903de74998a6e4d957f408bdf8e65,RENAME,tests/syntax-svelte.js:1,tests/syntax-svelte.test.js:1
6c0b7bc8b2311939ff5fc0e89f05c603c7fb39e5,EXTRACT,src/util/nameClass.js:8,src/util/nameClass.js:12
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/custom-extractors.test.js:1,tests/custom-extractors.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/opacity.test.js:1,tests/opacity.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/dark-mode.test.js:1,tests/dark-mode.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/variants.test.js:1,tests/variants.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/raw-content.test.js:1,tests/raw-content.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/extractor-edge-cases.test.js:1,tests/extractor-edge-cases.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/parallel-variants.test.js:1,tests/parallel-variants.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/kitchen-sink.test.js:1,tests/kitchen-sink.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/layer-without-tailwind.test.js:1,tests/layer-without-tailwind.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/custom-separator.test.js:1,tests/custom-separator.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/basic-usage.test.js:1,tests/basic-usage.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/important-selector.test.js:1,tests/important-selector.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/svelte-syntax.test.js:1,tests/svelte-syntax.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/prefix.test.js:1,tests/prefix.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/context-reuse.worker.js:1,tests/context-reuse.worker.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/important-modifier.test.js:1,tests/important-modifier.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/responsive-and-variants-atrules.test.js:1,tests/responsive-and-variants-atrules.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/animations.test.js:1,tests/animations.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/important-modifier-prefix.test.js:1,tests/important-modifier-prefix.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/custom-transformers.test.js:1,tests/custom-transformers.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/modify-selectors.test.js:1,tests/modify-selectors.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/color-opacity-modifiers.test.js:1,tests/color-opacity-modifiers.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/relative-purge-paths.test.js:1,tests/relative-purge-paths.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/important-boolean.test.js:1,tests/important-boolean.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/arbitrary-values.test.js:1,tests/arbitrary-values.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/mutable.test.js:1,tests/mutable.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/tailwind-screens.test.js:1,tests/tailwind-screens.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/collapse-adjacent-rules.test.js:1,tests/collapse-adjacent-rules.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/import-syntax.test.js:1,tests/import-syntax.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/context-reuse.test.js:1,tests/context-reuse.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/resolve-defaults-at-rules.test.js:1,tests/resolve-defaults-at-rules.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/prefix.fn.test.js:1,tests/prefix.fn.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/apply.test.js:1,tests/apply.test.js:1
e37931ba65922842db6d6bc124210f8762fa4d7d,MOVE,tests/jit/layer-at-rules.test.js:1,tests/layer-at-rules.test.js:1
c52cd713b0eeb4298e068532e8fe18cdbe3f06b3,INLINE,src/util/withAlphaVariable.js:19,src/util/withAlphaVariable.js:31
c52cd713b0eeb4298e068532e8fe18cdbe3f06b3,INLINE,src/util/withAlphaVariable.js:13,src/util/withAlphaVariable.js:31
