isAfterCommit;commitId;comment_lines;complexity;lines;statements
false;41799ce5de2b0d714beabdfbe9476940610cc3bd;2866;6203;31669;13528
true;41799ce5de2b0d714beabdfbe9476940610cc3bd;2866;6203;31669;13528
false;bcd6ec3921fa331e084278bd57883a327f59aa93;2866;6203;31669;13528
true;bcd6ec3921fa331e084278bd57883a327f59aa93;2815;6148;31392;13433
false;8d9d54e66e6d6d4da40ab56ea57a6fbc5adf7310;2773;5859;29963;12731
true;8d9d54e66e6d6d4da40ab56ea57a6fbc5adf7310;2774;5860;29960;12731
false;6921a41e49883e5cfba3a9b4137c22759c76630c;2681;5523;28493;12042
true;6921a41e49883e5cfba3a9b4137c22759c76630c;2640;5344;27469;11605
false;434d43875b9a4dc0b30b0b8faee79fb48c7e907f;2567;5261;27022;11410
true;434d43875b9a4dc0b30b0b8faee79fb48c7e907f;2553;5210;26810;11310
false;e3faaa52000ae9296b3fcab2a968c3760a1bc948;2591;5171;26674;11363
true;e3faaa52000ae9296b3fcab2a968c3760a1bc948;2595;5197;26748;11341
false;d3585bac6d2e02b1bb20251af0eb3c2b1656d155;2508;5067;26024;11130
true;d3585bac6d2e02b1bb20251af0eb3c2b1656d155;2406;4864;24899;10691
false;80f232382ddadc78b3fa5a67cfe3263c5b1df0bb;2452;4922;25350;10844
true;80f232382ddadc78b3fa5a67cfe3263c5b1df0bb;2443;4865;24919;10711
false;8c818ee507bc2b59b97edd3e4aa856a07463b738;2388;4781;24512;10510
true;8c818ee507bc2b59b97edd3e4aa856a07463b738;2420;4778;24526;10504
false;3442feca01109d722b87f368031d48d1e020d7c1;2369;4670;24490;10269
true;3442feca01109d722b87f368031d48d1e020d7c1;2349;4528;23882;9982
false;7fda1fd985efc3abfbf0ae7bb72aa0c4cc250be4;2349;4528;23881;9981
true;7fda1fd985efc3abfbf0ae7bb72aa0c4cc250be4;2289;4365;22740;9706
false;294051a4abbfd2f77390f7c2286eaff827a9421c;2151;4189;21862;9325
true;294051a4abbfd2f77390f7c2286eaff827a9421c;2141;4126;21523;9158
false;c185b587e7b9659736818c95040b51294f3d45d0;2141;4126;21523;9158
true;c185b587e7b9659736818c95040b51294f3d45d0;2101;4162;21338;9129
false;356f7683ccbb8c50b69dab76fcce2669c566b372;2105;4159;21342;9126
true;356f7683ccbb8c50b69dab76fcce2669c566b372;2165;4145;21273;9044
false;750a47ace076a5a3cee63665ccf79fa430453f3d;2139;4115;20917;8883
true;750a47ace076a5a3cee63665ccf79fa430453f3d;2131;3995;20426;8650
false;dc26b3540be33b4abcb0d2d8823760f675d6266b;2131;4017;20525;8707
true;dc26b3540be33b4abcb0d2d8823760f675d6266b;2297;4115;20949;8957
false;47ae53e3fff32c82e2d8bd0cb14f80c521c242b0;2283;4113;20851;8929
true;47ae53e3fff32c82e2d8bd0cb14f80c521c242b0;2294;4100;20714;8909
false;774237d25fbb1a0464f7873963d99077d5bfb470;2302;4109;20734;8916
true;774237d25fbb1a0464f7873963d99077d5bfb470;2314;4097;20722;8889
false;941ae1d41bab5ca6fd47f8398b5335ef5982213f;2245;3918;19918;8554
true;941ae1d41bab5ca6fd47f8398b5335ef5982213f;2270;3876;19854;8473
false;2d6cd77e99da921346e20e690e6d8d2e4ec7a658;2269;3858;19728;8431
true;2d6cd77e99da921346e20e690e6d8d2e4ec7a658;2102;3587;17723;7719
false;b8bab09d70788e3bf20c18472f28f8c6a3bf35c4;2064;3303;16705;7195
true;b8bab09d70788e3bf20c18472f28f8c6a3bf35c4;2064;3302;16684;7185
false;c79c92b3ac8d29e62819c0d8fdf3dec4b50abd97;1964;3016;15371;6585
true;c79c92b3ac8d29e62819c0d8fdf3dec4b50abd97;1964;3012;15347;6577
false;02e1ff1b1cbee03311cebd1d901f49b59f1b7a12;1959;2967;15242;6511
true;02e1ff1b1cbee03311cebd1d901f49b59f1b7a12;1917;2836;14803;6294
false;03ff6672d0bc6eab458f1074876d40892087e440;1772;2587;13725;5832
true;03ff6672d0bc6eab458f1074876d40892087e440;1668;2463;13075;5674
false;5deda8c15c2e01cbfe53814f6e502fdad884a5e3;1668;2463;13075;5674
true;5deda8c15c2e01cbfe53814f6e502fdad884a5e3;1682;2408;12948;5609
false;488519fd408c9692b2af2f65cd9f4f022635d963;1550;2149;11949;5133
true;488519fd408c9692b2af2f65cd9f4f022635d963;1490;2054;11543;4962
false;3f4262ce9dbdffc08c814f3e8402241ae87b29ad;1420;1867;10507;4521
true;3f4262ce9dbdffc08c814f3e8402241ae87b29ad;1428;1699;9443;4026
false;133cf24dee3b3f4a19df38fb996f01da8c331c1e;1428;1699;9443;4026
true;133cf24dee3b3f4a19df38fb996f01da8c331c1e;1385;1605;8985;3772
